Date,PortfolioValue,Return,Cost,Weights
2020-07-01,137081.4649298064,-0.0018914279642949783,0.0,"{'AAPL': 1.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-07-02,137358.58200138854,0.004029609482701257,274.1629298596128,"{'AAPL': 0.0, 'AMZN': 1.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-07-06,145282.73710143164,0.05768955229869066,0.0,"{'AAPL': 0.0, 'AMZN': 1.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-07-07,142577.66381346472,-0.018619371729473477,0.0,"{'AAPL': 0.0, 'AMZN': 1.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-07-08,146426.6311393079,0.026995584181255694,0.0,"{'AAPL': 0.0, 'AMZN': 1.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-07-09,151251.27023219195,0.032949191382365184,0.0,"{'AAPL': 0.0, 'AMZN': 1.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-07-10,152076.76167209254,0.005457748808544549,0.0,"{'AAPL': 0.0, 'AMZN': 1.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-07-13,147514.45592129574,-0.030000019073486373,0.0,"{'AAPL': 0.0, 'AMZN': 1.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-07-14,146563.97616084517,-0.006443299095769239,0.0,"{'AAPL': 0.0, 'AMZN': 1.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-07-15,142993.49870866185,-0.02436122126125273,0.0,"{'AAPL': 0.0, 'AMZN': 1.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-07-16,140951.5718328275,-0.012304467069470193,285.9869974173237,"{'AAPL': 1.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-07-17,139477.23484285604,-0.009133054122999026,188.74245071817876,"{'AAPL': 0.3304705713320012, 'AMZN': 0.6695294286679988, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-07-20,142225.8426365561,0.021073775483159585,186.7682267130594,"{'AAPL': 1.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-07-21,139341.74850286698,-0.018314900474015072,284.4516852731122,"{'AAPL': 0.0, 'AMZN': 1.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-07-22,137637.65046640945,-0.012229630062539742,0.0,"{'AAPL': 0.0, 'AMZN': 1.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-07-23,132604.40686389655,-0.036568799201794455,0.0,"{'AAPL': 0.0, 'AMZN': 1.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-07-24,133597.19938825333,0.007486874288995304,0.0,"{'AAPL': 0.0, 'AMZN': 1.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-07-27,135652.946165544,0.015387648743417026,0.0,"{'AAPL': 0.0, 'AMZN': 1.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-07-28,133216.24206902838,-0.017962780502695397,0.0,"{'AAPL': 0.0, 'AMZN': 1.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-07-29,134690.34296742704,0.011065474265779418,0.0,"{'AAPL': 0.0, 'AMZN': 1.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-07-30,135505.0889267966,0.006049030252796905,0.0,"{'AAPL': 0.0, 'AMZN': 1.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-07-31,140513.46834005901,0.036960821567137314,0.0,"{'AAPL': 0.0, 'AMZN': 1.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-08-03,143765.96261602128,0.02519760176233543,281.026936680118,"{'AAPL': 1.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-08-04,144726.02298462458,0.006677939278071587,0.0,"{'AAPL': 1.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-08-05,145250.63399885196,0.0036248561482485897,0.0,"{'AAPL': 1.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-08-06,150318.31702437994,0.03488923170943292,0.0,"{'AAPL': 1.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-08-07,146900.69558984018,-0.022735894747846763,0.0,"{'AAPL': 1.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-08-10,149035.88379993648,0.014534908779859856,0.0,"{'AAPL': 1.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-08-11,144603.56323341065,-0.02973995559670528,0.0,"{'AAPL': 1.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-08-12,149409.3974588137,0.033234549121350154,0.0,"{'AAPL': 1.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-08-13,152053.544089068,0.017697324768230605,0.0,"{'AAPL': 1.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-08-14,151918.04742926577,-0.0008911114871670289,0.0,"{'AAPL': 1.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-08-17,151521.40778923035,-0.0026108790018520844,0.0,"{'AAPL': 1.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-08-18,152784.00539877554,0.008332800149939867,0.0,"{'AAPL': 1.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-08-19,152975.72891671694,0.001254866420349332,0.0,"{'AAPL': 1.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-08-20,156370.17247157704,0.02218942559644943,0.0,"{'AAPL': 1.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-08-21,164428.30020158805,0.05153238371899671,0.0,"{'AAPL': 1.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-08-24,166394.9116343097,0.011960297773014883,0.0,"{'AAPL': 1.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-08-25,165029.8559637175,-0.008203710421098909,0.0,"{'AAPL': 1.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-08-26,167274.12448619786,0.013599166704561405,0.0,"{'AAPL': 1.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-08-27,165274.45369531238,-0.011954453786727104,0.0,"{'AAPL': 1.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-08-28,165006.74036226358,-0.0016198107273271978,0.0,"{'AAPL': 1.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-08-31,170602.45970443464,0.03391206522767476,0.0,"{'AAPL': 1.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-09-01,177398.03134371762,0.03983278817348923,0.0,"{'AAPL': 1.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-09-02,173722.62995313463,-0.020718388827335454,0.0,"{'AAPL': 1.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-09-03,159814.2206332392,-0.0800610106101175,0.0,"{'AAPL': 1.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-09-04,159919.97944025046,0.0006617609283592341,0.0,"{'AAPL': 1.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-09-08,149158.17747588176,-0.06729491838378798,0.0,"{'AAPL': 1.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-09-09,155107.60600114465,0.03988670702432584,0.0,"{'AAPL': 1.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-09-10,150043.98143999407,-0.03264588173137828,0.0,"{'AAPL': 1.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-09-11,148074.0900207167,-0.013128759983386251,0.0,"{'AAPL': 1.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-09-14,151331.07618988524,0.02286320156038958,125.59020272741557,"{'AAPL': 0.5759210719787489, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.4240789280212511}"
2020-09-15,151438.61852790278,0.0015601238761768776,128.35264113381763,"{'AAPL': 1.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.0}"
2020-09-16,147287.5839735737,-0.027237315334623258,26.988234703830614,"{'AAPL': 0.9108938163654141, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.08910618363458589}"
2020-09-17,145726.11664921883,-0.008795722746724133,268.32669893785993,"{'AAPL': 0.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 1.0}"
2020-09-18,144048.4480169252,-0.011512477453386127,0.0,"{'AAPL': 0.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 1.0}"
2020-09-21,142445.2562977325,-0.011129531357424338,0.0,"{'AAPL': 0.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 1.0}"
2020-09-22,143981.2252805827,0.011127843067495407,48.598676494804735,"{'AAPL': 0.17058720577267253, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.8294127942273275}"
2020-09-23,139769.1626488368,-0.0289855196512153,39.84698246273074,"{'AAPL': 0.30896282518096385, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.6910371748190361}"
2020-09-24,140055.07661327298,0.002665188030536836,86.36695073032453,"{'AAPL': 0.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 1.0}"
2020-09-25,142319.36501406375,0.016167128357960525,0.0,"{'AAPL': 0.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 1.0}"
2020-09-28,144988.8906384738,0.01959632460834391,117.11581100964221,"{'AAPL': 0.41145423533216663, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.5885457646678334}"
2020-09-29,143950.46726881116,-0.006754528873225392,59.493572602055146,"{'AAPL': 0.61662020473875, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.38337979526125004}"
2020-09-30,145493.4976886322,0.01103442136335486,44.884417895126454,"{'AAPL': 0.46071790463954326, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.5392820953604567}"
2020-10-01,146565.33736146224,0.007819439030490956,65.32704086598172,"{'AAPL': 0.6852194868538456, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.3147805131461545}"
2020-10-02,142872.56846580826,-0.025188456247839417,1.0405170942948962,"{'AAPL': 0.6887691566223828, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 0.3112308433776172}"
2020-10-05,145205.81402737185,0.017732921618621722,196.8124369733368,"{'AAPL': 0.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 1.0}"
2020-10-06,143141.57563837522,-0.014215948602495532,0.0,"{'AAPL': 0.0, 'AMZN': 0.0, 'GOOG': 0.0, 'MSFT': 0.0, 'SPY': 1.0}"
